Status,Last Updated,Jurisdiction Status,Jurisdiction Last Updated,State,County,Jurisdiction,Parent Jurisdiction,Abbreviated District Name,Full District Name,Effective Start Date,Changed or Expired,District Mapped,District Mapped But Extinct,Overlay,Type of Zoning District,Affordable Housing District,Elderly Housing District,1-Family Treatment,2-Family Treatment,3-Family Treatment,4+-Family Treatment,1-Family Min. Lot,1-Family Min. Lot Units,1-Family Front Setback,1-Family Front Setback Units,1-Family Side Setback,1-Family Side Setback Units,1-Family Rear Setback,1-Family Rear Setback Units,1-Family Max. Lot Coverage - Buildings,1-Family Max. Lot Coverage - Buildings Units,1-Family Max. Lot Coverage - Buildings & Impervious Surface,1-Family Max. Lot Coverage - Buildings & Impervious Surface Units,1-Family Min. # Parking Spaces,1-Family Min. # Parking Spaces Units,1-Family Max. Stories,1-Family Max. Stories Units,1-Family Max. Height,1-Family Max. Height Units,1-Family Floor to Area Ratio,1-Family Floor to Area Ratio Units,1-Family Min. Unit Size,1-Family Min. Unit Size Units,2-Family Affordable Housing Only,2-Family Elderly Housing Only,2-Family Min. Lot,2-Family Min. Lot Units,2-Family Max. Density,2-Family Max. Density Units,2-Family Front Setback,2-Family Front Setback Units,2-Family Side Setback,2-Family Side Setback Units,2-Family Rear Setback,2-Family Rear Setback Units,2-Family Max. Lot Coverage - Buildings,2-Family Max. Lot Coverage - Buildings Units,2-Family Max. Lot Coverage - Buildings & Impervious Surface,2-Family Max. Lot Coverage - Buildings & Impervious Surface Units,2-Family Min. # Parking Spaces Per Studio or 1BR,2-Family Min. # Parking Spaces Per Studio or 1BR Units,2-Family Min. # Parking Spaces Per 2+ BR,2-Family Min. # Parking Spaces Per 2+ BR Units,2-Family Max. Stories,2-Family Max. Stories Units,2-Family Max. Height,2-Family Max. Height Units,2-Family Floor to Area Ratio,2-Family Floor to Area Ratio Units,2-Family Min. Unit Size,2-Family Min. Unit Size Units,3-Family Affordable Housing Only,3-Family Elderly Housing Only,3-Family Min. Lot,3-Family Min. Lot Units,3-Family Max. Density,3-Family Max. Density Units,3-Family Front Setback,3-Family Front Setback Units,3-Family Side Setback,3-Family Side Setback Units,3-Family Rear Setback,3-Family Rear Setback Units,3-Family Max. Lot Coverage - Buildings,3-Family Max. Lot Coverage - Buildings Units,3-Family Max. Lot Coverage - Buildings & Impervious Surface,3-Family Max. Lot Coverage - Buildings & Impervious Surface Units,3-Family Min. # Parking Spaces Per Studio or 1BR,3-Family Min. # Parking Spaces Per Studio or 1BR Units,3-Family Min. # Parking Spaces Per 2+ BR,3-Family Min. # Parking Spaces Per 2+ BR Units,3-Family Connection to Sewer and/or Water Required,3-Family Connection or Proximity to Public Transit Required,3-Family Max. Stories,3-Family Max. Stories Units,3-Family Max. Height,3-Family Max. Height Units,3-Family Floor to Area Ratio,3-Family Floor to Area Ratio Units,3-Family Min. Unit Size,3-Family Min. Unit Size Units,3-Family Max. Bedrooms Per Unit,3-Family Max. Bedrooms Per Unit Units,4+-Family Affordable Housing Only,4+-Family Elderly Housing Only,4+-Family Min. Lot,4+-Family Min. Lot Units,4+-Family Max. Density,4+-Family Max. Density Units,4+-Family Front Setback,4+-Family Front Setback Units,4+-Family Side Setback,4+-Family Side Setback Units,4+-Family Rear Setback,4+-Family Rear Setback Units,4+-Family Max. Lot Coverage - Buildings,4+-Family Max. Lot Coverage - Buildings Units,4+-Family Max. Lot Coverage - Buildings & Impervious Surface,4+-Family Max. Lot Coverage - Buildings & Impervious Surface Units,4+-Family Min. # Parking Spaces Per Studio or 1BR,4+-Family Min. # Parking Spaces Per Studio or 1BR Units,4+-Family Min. # Parking Spaces Per 2+ BR,4+-Family Min. # Parking Spaces Per 2+ BR Units,4+-Family Connection to Sewer and/or Water Required,4+-Family Connection or Proximity to Public Transit Required,4+-Family Max. Stories,4+-Family Max. Stories Units,4+-Family Max. Height,4+-Family Max. Height Units,4+-Family Floor to Area Ratio,4+-Family Floor to Area Ratio Units,4+-Family Min. Unit Size,4+-Family Min. Unit Size Units,4+-Family Max. Bedrooms,4+-Family Max. Bedrooms Units,4+-Family Max. Units,4+-Family Max. Units Units,Affordable Housing (AH) Treatment,AH - Definition,AH - Elderly Housing Only,AH Min. Lot,AH Min. Lot Units,AH Max. Density,AH Max. Density Units,AH Min. Parking Spaces Per Studio or 1BR,AH Min. Parking Spaces Per Studio or 1BR Units,AH Min. Parking Spaces Per 2+ BR,AH Min. Parking Spaces Per 2+ BR Units,AH Connection to Sewer and/or Water Required,AH Connection or Proximity to Public Transit Required,AH Min. Unit Size,AH Min. Unit Size Units,AH Max. Bedrooms,AH Max. Bedrooms Units,AH Max. Units,AH Max. Units Units,Accessory Dwelling Unit (ADU) Treatment,ADU Employee or Family Occupancy Required,ADU Renter Occupancy Prohibited,ADU Owner Occupancy Required,ADU Elderly Housing Only,ADU Min. Lot,ADU Min. Lot Units,ADU Min. Parking Spaces,ADU Min. Parking Spaces Units,"ADU Restricted to Only Primary Structure (i.e., No Outbuildings like Garages)",ADU Max. Percent Main Unit,ADU Max. Percent Main Unit Units,ADU Max. Size,ADU Max. Size Units,ADU Max. Bedrooms,ADU Max. Bedrooms Units,Planned Residential Development (PRD) Treatment,Mobile or Manufactured Home Park (Y/N),PRD Min. Lot,PRD Min. Lot Units,PRD Max. Density,PRD Max. Density Units,PRD Max. Units,PRD Max. Units Units,Special Notes,Tooltip Notes
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,RS-40,"Single-Family Residential - 40,000 square feet",2023-08-08,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.92,Acres,25,Feet,15,Feet,25,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,,Alternatives,35,Feet,,Alternatives,,Alternatives,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,No,No,0.92,Acres,2,Parking Spaces Add'l to Main Unit,No,,Alternatives,,Alternatives,,Alternatives,Public Hearing,No,0.46,Acres per PRD,2,Units per Acre,,Alternatives,Min lots are for cluster planned development,
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,RS-5a,Single-Family Residential - 5 acres,2023-08-08,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,5,Acres,25,Feet,15,Feet,25,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,,Alternatives,35,Feet,,Alternatives,,Alternatives,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,No,No,5,Acres,2,Parking Spaces Add'l to Main Unit,No,,Alternatives,,Alternatives,,Alternatives,Public Hearing,No,5,Acres per PRD,0.2,Units per Acre,,Alternatives,Min lots are for cluster planned development,
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,RS-7.5,"Single-Family Residential - 7,500 squre feet",2023-08-08,,Yes,No,No,Primarily Residential,No,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.17,Acres,15,Feet,8,Feet,15,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,,Alternatives,35,Feet,,Alternatives,,Alternatives,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Allowed/Conditional,No,No,No,No,0.23,Acres,2,Parking Spaces Add'l to Main Unit,No,,Alternatives,,Alternatives,,Alternatives,Public Hearing,No,0.14,Acres per PRD,7,Units per Acre,,Alternatives,Min lots are for cluster planned development,
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,UNV,University - 10 acres,2023-08-08,,Yes,No,No,Nonresidential,No,No,Prohibited,Prohibited,Prohibited,Prohibited,,Acres,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 2-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,,Stories,,Feet,,Ratio,,Square Feet,No,No,,Acres per 3-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,No,No,,Acres per 4+-Family,,Units per Acre,,Feet,,Feet,,Feet,,Percent,,Percent,,Spaces per Unit,,Spaces per Unit,No,No,,Stories,,Feet,,Ratio,,Square Feet,,Bedrooms per Unit,,Units per Building,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Prohibited,No,,Acres per PRD,,Units per Acre,,Units per PRD,3/4+ Housing - for currently enrolled university students and their dependents and for current university employees and their dependents; The minimum building site area for leased lots shall be seven thousand five hundred square feet.,
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,V-1,"Resort-Hotel - 1,000 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,Acres,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 2-Family,6,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 3-Family,44,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.34,Acres per 4+-Family,44,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.34,Acres per PRD,43.5,Units per Acre,,Alternatives,"Height: Hilo = 125ft, Keauhou Bay = 90ft, Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,V-1.0,"Resort-Hotel - 1,000 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,Acres,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 2-Family,6,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 3-Family,44,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.34,Acres per 4+-Family,44,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.34,Acres per PRD,43.5,Units per Acre,,Alternatives,"Height: Hilo = 125ft, Keauhou Bay = 90ft, Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,V-1.25,"Resort-Hotel - 1,250 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,Acres,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 2-Family,6,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 3-Family,35,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.34,Acres per 4+-Family,35,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.34,Acres per PRD,35,Units per Acre,,Alternatives,"Height: Hilo = 125ft, Keauhou Bay = 90ft, Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,V-1.5,"Resort-Hotel - 1,500 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,Acres,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 2-Family,6,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 3-Family,29,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.34,Acres per 4+-Family,29,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.34,Acres per PRD,29,Units per Acre,,Alternatives,"Height: Hilo = 125ft, Keauhou Bay = 90ft, Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,V-1.75,"Resort-Hotel - 1,750 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,Acres,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 2-Family,6,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 3-Family,25,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.34,Acres per 4+-Family,25,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.34,Acres per PRD,25,Units per Acre,,Alternatives,"Height: Hilo = 125ft, Keauhou Bay = 90ft, Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,V-2,"Resort-Hotel - 2,000 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,Acres,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 2-Family,6,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 3-Family,22,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.34,Acres per 4+-Family,22,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.34,Acres per PRD,22,Units per Acre,,Alternatives,"Height: Hilo = 125ft, Keauhou Bay = 90ft, Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,V-2.0,"Resort-Hotel - 2,000 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,Acres,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 2-Family,6,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 3-Family,22,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.34,Acres per 4+-Family,22,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.34,Acres per PRD,22,Units per Acre,,Alternatives,"Height: Hilo = 125ft, Keauhou Bay = 90ft, Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,V-2.25,"Resort-Hotel - 2,250 square feet",2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.34,Acres,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 2-Family,6,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 3-Family,19,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.34,Acres per 4+-Family,19,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,0.34,Acres per PRD,19,Units per Acre,,Alternatives,"Height: Hilo = 125ft, Keauhou Bay = 90ft, Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
Completed,2023-09-06,Published,2023-09-07,Hawaii,Hawaii County,Hawaii County,,V-2a,Resort-Hotel - 2 acres,2023-08-08,,Yes,No,No,Mixed with Residential,No,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,2,Acres,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,2,Acres per 2-Family,1,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,2,Spaces per Unit,2,Spaces per Unit,,Alternatives,45,Feet,,Alternatives,,Alternatives,No,No,0.34,Acres per 3-Family,1,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,No,No,0.34,Acres per 4+-Family,1,Units per Acre,20,Feet,8,Feet,20,Feet,,Alternatives,,Alternatives,1.25,Spaces per Unit,1.25,Spaces per Unit,No,No,,Alternatives,45,Feet,,Alternatives,,Alternatives,,Alternatives,,Alternatives,Not Mentioned,,No,,Acres per Development,,Units per Acre,,Spaces per Unit,,Spaces per Unit,No,No,,Square Feet,,Bedrooms per Unit,,Units per Building,Prohibited,No,No,No,No,,Acres,,Parking Spaces Add'l to Main Unit,No,,Percent of Main Unit,,Square Feet,,Bedrooms per Unit,Public Hearing,No,2,Acres per PRD,0.5,Units per Acre,,Alternatives,"Height: Hilo = 125ft, Keauhou Bay = 90ft, Kahaluu Bay= 90ft; In case any of the permitted uses have dormitories, two beds shall be equivalent to one separate rentable unit for purposes related to the required land area in the V district; Side yards, eight feet for one story, and an additional two feet for each additional story.",
